ump,zona_u_r,region_3,elec_pres_urna_30,elec_pres_urna_31,elec_pres_urna_32,elec_pres_urna_33,bienestar_2,bienestar_3,percepcion_2,percepcion_3,percepcion_5,percepcion_6,percepcion_38,percepcion_4,eval_gob_1,iden_pol_2,eval_act_pol_1_fh,eval_act_pol_1_ae,eval_act_pol_1_el,eval_act_pol_1_dv,eval_act_pol_1_em,eval_act_pol_1_hb,eval_act_pol_1_ft,eval_act_pol_1_gq,eval_act_pol_1_gw,eval_act_pol_1_hd,eval_act_pol_1_x,eval_act_pol_1_gt,eval_act_pol_1_fa,eval_act_pol_1_hc,eval_act_pol_1_gx,confianza_6_a,confianza_6_b,confianza_6_c,confianza_6_j,confianza_6_d,confianza_6_e,confianza_6_f,confianza_6_n,confianza_6_x,confianza_6_g,confianza_6_h,confianza_6_i,confianza_6_k,confianza_6_s,confianza_6_o,confianza_6_p,confianza_6_r,confianza_6_m,confianza_6_ab,confianza_6_ac,democracia_38,pobreza_63,pobreza_62,religion_14,religion_64,democracia_21,democracia_37_a,democracia_37_b,democracia_37_c,democracia_37_d,pp_congreso_61_b,polarizacion_1_a,polarizacion_1_b,polarizacion_6_a,polarizacion_6_b,polarizacion_6_c,polarizacion_6_d,polarizacion_6_e,confianza_17,interes_pol_1_b,interes_pol_2_a,interes_pol_2_b,interes_pol_2_c,interes_pol_2_d,interes_pol_2_e,interes_pol_2_f,iden_pol_3,iden_pol_3_a,elec_part_37,elec_pres_144_a,elec_pres_144_b2,elec_pres_125,elec_part_4,elec_pres_1_responde,elec_pres_2_responde,elec_pres_148,elec_pres_149_a,elec_pres_149_b,elec_pres_149_c,elec_pres_149_d,elec_pres_149_e,elec_pres_149_f,elec_pres_149_g,elec_pres_149_h,elec_pres_150_a,elec_pres_150_b,elec_pres_150_c,elec_pres_151_a,elec_pres_151_b,elec_pres_151_c,elec_pres_151_d,elec_pres_151_e,elec_pres_151_f,elec_pres_151_g,elec_pres_151_h,elec_pres_152_a,elec_pres_152_b,elec_pres_152_c,elec_pres_152_d,elec_pres_152_e,elec_pres_152_f,elec_pres_153_a,elec_pres_153_b,elec_pres_153_c,elec_pres_153_d,elec_pres_153_e,elec_pres_153_f,elec_pres_153_g,elec_pres_153_h,elec_pres_145_a,elec_pres_145_b,democracia_12,anomia_4_a,bienestar_19_c,bienestar_19_d,bienestar_19_e,rol_gobierno_16,ciudadania_16,ciudadania_34,sexo,edad,nac_dia,nac_mes,nac_ano,info_enc_59_2_otro,info_enc_58,info_enc_30_b,info_enc_30_b_otro,mtf_60_aux,mtf_60,info_enc_50_a_aux,info_enc_50_a,estado_civil_g,educacion_104_a,info_enc_61,info_enc_57,info_hogar_28_c,info_enc_12_c,info_enc_12_c_otro,info_enc_35,info_enc_20_c,info_hogar_3_c,gse,pond,encuesta,encuesta_a,encuesta_m,id_bu_encuesta,id_bu,percepcion_1_a,percepcion_1_b,percepcion_1_c,democracia_20,elec_pres_147,elec_parla_36_a,elec_parla_36_b,elec_parla_36_c,elec_parla_36_d,elec_parla_36_e,elec_parla_36_f,esc_nivel_1_c,info_enc_59_2,estrato,secu
283,2,8,5,3,1,2,7,8,2,2,3,3,4,2,2,10,1,2,1,5,6,6,6,6,6,6,1,1,6,6,6,4,1,1,4,4,4,4,3,3,4,1,4,4,2,2,4,2,4,4,4,10,10,10,2,2,1,1,2,4,4,1,10,3,2,10,5,5,5,1,5,3,2,3,3,3,3,15,15,1,2,,4,1,1,1,5,3,3,3,3,1,3,3,3,3,1,2,1,2,1,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,3,4,4,4,2,3,1,2,72,12,10,1952,,1,5,,1,6,1,2,1,5,2,2,3,7,,3,2,3,4,0.677980736919368,95,2025,9,638,638-95,7,1,3,3,5,2,2,1,1,1,2,1,1,13,95283
283,2,8,5,2,1,2,8,5,2,2,3,2,4,2,2,10,1,4,1,5,2,3,5,1,4,4,2,1,2,4,3,4,2,1,4,4,3,4,4,2,4,1,4,4,1,4,4,2,2,4,4,8,5,5,2,2,1,1,1,4,3,1,10,5,1,10,10,10,5,1,3,2,2,2,2,2,2,15,15,1,2,,1,1,1,1,5,3,3,3,2,1,2,2,3,2,1,2,0,3,1,10,10,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,7,2,2,4,4,4,2,3,4,1,48,1,1,1977,,1,5,,1,3,1,1,1,7,2,1,,1,,1,3,5,3,1.99682310330081,95,2025,9,639,639-95,3,1,9,3,5,2,2,2,1,1,1,4,1,13,95283
64,1,5,8,3,3,3,6,-8,1,2,3,3,4,3,2,5,1,2,6,2,6,6,6,6,6,6,6,2,6,6,6,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,1,2,3,6,-9,-9,2,2,-9,-9,-9,-9,-9,2,6,-9,-8,-9,-9,-8,-8,-9,5,3,3,3,3,3,3,15,15,1,4,,4,1,9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,2,3,3,3,4,4,1,3,9,2,65,1,1,1960,,2,,,1,4,1,3,7,1,2,1,,1,,1,-9,-9,3,0.270683816205249,95,2025,9,640,640-95,1,3,10,3,-9,-9,-9,-9,-9,-9,-9,3,1,6,95064
64,1,5,11,3,3,3,7,7,2,3,2,4,-9,2,-8,-8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,-8,-8,4,-8,-8,4,4,-8,4,-8,-8,-8,2,-8,4,-8,4,3,5,8,10,2,-8,1,-8,-8,-9,-9,1,-8,-8,-8,-8,-8,-8,-8,3,5,3,3,3,3,3,3,15,15,2,,5,4,4,8,8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9,-8,-8,-8,-8,9,-8,-8,,-8,3,4,4,4,3,-8,8,2,90,28,1,1935,,2,,,1,0,,,8,2,2,1,,7,,3,2,2,4,0.270683816205249,95,2025,9,641,641-95,9,8,3,5,,-8,-8,-8,-8,-8,-8,2,1,6,95064
59,1,5,11,5,5,5,9,6,3,2,3,3,3,2,1,2,5,2,4,1,4,5,2,3,3,2,2,4,2,6,3,3,3,3,3,4,3,4,2,3,2,3,2,4,2,3,4,3,2,3,3,2,6,5,2,2,1,1,1,3,2,1,1,6,6,1,2,3,3,1,3,2,2,2,2,2,2,25,,1,1,,2,1,1,1,3,3,2,1,3,3,3,2,3,1,3,1,1,3,3,9,10,8,6,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,2,2,3,2,1,1,51,21,9,1974,,2,,,1,1,1,0,5,5,2,1,,1,,1,6,6,3,1.02128477372142,95,2025,9,642,642-95,16,6,2,2,1,1,1,1,2,2,1,6,1,6,95059
64,1,5,3,1,4,1,8,5,4,1,4,3,2,2,1,5,4,2,3,2,4,4,3,2,6,1,4,5,4,6,2,4,3,4,4,4,3,4,2,3,1,2,2,4,4,4,3,2,2,3,2,7,10,7,3,2,1,2,1,4,4,1,1,5,8,0,0,4,6,2,1,3,3,2,1,1,2,9,,1,1,,2,1,1,1,3,3,3,1,3,3,3,3,2,1,3,1,5,5,3,7,10,8,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,4,4,4,3,4,1,1,52,2,8,1973,,2,,,1,2,1,1,8,5,2,1,,1,,1,6,6,3,0.476076321511575,95,2025,9,643,643-95,14,3,13,5,3,1,1,1,1,1,1,4,1,6,95064
25,1,4,5,2,1,2,7,4,2,2,3,3,4,2,2,5,2,4,2,3,3,3,3,6,6,3,6,2,6,6,6,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,6,7,7,1,2,3,2,1,3,3,1,5,0,0,5,5,5,5,2,3,2,2,3,3,2,3,1,,1,1,,3,1,1,1,5,3,3,3,3,1,2,2,3,2,1,2,3,5,1,8,8,5,5,5,5,5,5,5,5,5,6,5,4,5,5,5,6,6,2,9,3,4,3,4,3,3,4,1,1,67,1,1,1958,,2,,,1,5,1,4,6,5,2,1,,7,,1,5,5,3,0.749208162109627,95,2025,9,644,644-95,10,3,1,3,3,2,2,1,1,1,1,6,1,4,95025
283,2,8,5,2,1,2,8,6,2,3,3,2,5,3,2,10,2,4,2,4,6,6,6,6,6,4,6,2,6,6,6,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,10,1,10,1,2,2,2,2,3,2,1,10,0,0,10,10,8,5,3,3,3,2,2,1,2,2,18,,1,2,,1,1,1,1,5,3,3,3,2,1,2,3,3,2,1,2,1,5,1,10,10,10,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,11,3,2,1,4,4,5,5,6,2,52,29,12,1972,,1,5,,1,1,1,0,8,4,2,1,,1,,1,2,2,4,0.2138871407581,95,2025,9,645,645-95,3,10,9,3,5,2,2,1,1,1,2,4,1,13,95283
167,1,13,9,3,3,3,7,3,1,2,3,3,5,2,2,5,1,2,3,1,3,1,3,3,3,1,3,3,3,3,3,4,4,3,4,3,4,4,2,2,4,3,4,4,2,2,3,3,4,2,4,5,5,8,3,1,3,1,1,1,1,1,5,5,5,5,5,5,5,1,3,2,2,3,2,2,3,15,15,1,1,,4,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,5,5,4,8,10,8,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,3,4,4,4,4,5,4,6,1,50,1,1,1975,,2,,,9,,,,8,4,2,1,,1,,1,-9,-9,2,0.914338821915974,95,2025,9,646,646-95,6,3,2,5,3,2,2,2,2,2,2,6,-9,20,95167
236,1,13,9,3,3,3,7,5,3,2,3,3,3,2,1,5,4,3,3,6,4,4,6,6,6,6,6,4,3,6,6,4,4,4,4,3,3,4,2,4,2,2,3,4,3,4,3,2,3,3,4,5,5,6,3,2,1,1,1,4,2,1,5,10,5,3,-8,3,0,2,2,2,2,3,1,2,3,3,,1,1,,3,1,8,1,10,3,2,2,2,3,3,3,3,3,3,3,7,5,1,9,5,10,5,9,-8,9,3,3,3,-8,3,3,3,9,9,3,3,3,1,7,3,2,4,4,4,2,3,1,2,66,23,7,1959,,2,,,1,2,1,1,7,5,2,1,,1,,1,3,4,3,0.69345994070511,95,2025,9,647,647-95,5,10,6,5,3,1,1,2,2,2,1,1,1,20,95236
236,1,13,2,1,2,1,4,5,2,1,3,2,4,3,2,7,1,5,2,1,6,1,3,3,2,6,2,4,2,3,6,4,1,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,10,1,2,3,1,1,4,4,2,8,3,5,4,7,10,4,4,3,2,2,2,3,3,1,15,15,1,2,,3,1,1,1,6,3,3,3,3,3,1,3,3,2,2,3,0,5,3,3,2,10,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,13,3,5,1,1,1,5,4,6,2,49,16,2,1976,,2,,,1,2,1,1,8,4,2,1,,3,,2,4,4,4,0.341565218794266,95,2025,9,648,648-95,13,11,10,3,5,2,2,2,2,1,2,6,1,20,95236
236,1,13,5,1,1,2,5,3,2,2,3,3,3,2,2,1,4,1,3,3,3,6,6,6,6,6,6,4,3,6,6,4,4,4,4,4,4,4,3,4,2,3,3,4,3,3,4,4,3,3,3,5,1,10,2,2,1,1,1,4,1,1,5,5,5,5,0,0,0,3,3,2,2,3,1,2,3,25,,1,3,,3,1,1,1,2,3,1,3,3,3,3,3,3,1,2,1,0,5,3,10,10,7,5,5,5,3,3,5,3,3,2,3,6,3,3,6,3,3,9,5,3,3,2,4,4,3,5,3,2,49,13,6,1976,,2,,,1,3,1,2,7,4,2,1,,2,,1,2,2,4,1.0246956563828,95,2025,9,649,649-95,6,10,3,3,5,2,1,2,-8,2,2,2,1,20,95236
236,1,13,4,2,2,5,10,5,3,1,3,3,3,1,2,5,2,4,1,2,5,6,6,6,6,4,1,2,3,6,6,4,3,3,3,1,4,3,1,3,2,4,3,4,4,3,4,4,2,4,3,0,10,10,1,3,2,3,3,4,1,2,5,5,4,5,10,5,4,3,5,3,3,3,2,3,3,24,,1,1,,1,1,1,1,4,3,3,3,1,3,2,3,3,2,2,2,4,4,5,10,4,5,1,4,4,4,6,4,4,4,4,6,6,4,4,4,6,6,4,11,3,4,3,4,4,4,4,1,2,44,18,7,1981,,2,,,1,2,1,1,1,5,2,1,,3,,2,1,4,4,1.68383209829963,95,2025,9,650,650-95,3,10,17,3,5,2,2,2,2,1,2,4,1,20,95236
25,1,4,10,3,3,3,10,4,3,1,4,3,3,1,1,5,3,4,6,6,6,6,6,6,6,4,6,6,6,6,6,1,-8,2,3,3,3,3,2,3,3,2,3,3,3,3,3,-8,2,3,2,2,-8,-8,2,2,2,2,2,-8,-8,1,10,5,-8,-8,-8,-8,-8,2,4,2,2,3,3,3,3,15,15,2,,-8,3,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,-8,2,4,4,4,1,3,1,2,82,3,11,1942,,2,,,1,5,1,0,4,4,2,1,,7,,3,2,2,3,0.360310907971368,95,2025,9,651,651-95,5,2,13,3,-8,-8,-8,-8,-8,-8,-8,6,1,4,95025
234,1,13,6,2,2,1,10,7,3,1,3,1,5,1,2,10,2,5,2,3,3,4,4,6,6,2,2,2,2,6,6,4,3,2,4,2,2,3,3,4,3,2,4,4,3,2,3,2,4,3,3,5,5,1,1,2,3,2,2,2,2,2,5,0,0,5,5,10,0,3,5,2,2,3,1,2,3,13,,1,1,,1,1,1,1,6,3,2,3,3,2,1,3,3,2,2,2,0,5,0,8,10,10,0,4,6,5,6,5,6,6,2,5,5,6,5,6,2,2,9,13,3,3,4,4,4,1,3,3,2,50,1,1,1975,,2,,,1,2,1,1,6,4,2,1,,3,,2,2,5,3,0.683130437588533,95,2025,9,652,652-95,3,14,6,2,5,2,2,1,1,1,2,5,1,20,95234
155,1,13,11,5,1,5,8,5,2,3,3,2,3,2,2,-8,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,3,4,3,2,4,3,4,3,3,3,3,3,3,4,4,7,6,7,1,2,2,3,3,3,3,1,5,3,3,5,3,4,5,3,5,3,2,3,2,3,3,15,15,2,,2,4,1,9,1,10,3,3,3,3,3,3,3,3,1,3,3,5,5,5,4,3,6,5,5,-9,6,9,5,3,5,9,5,9,5,9,9,-9,9,6,3,3,5,4,4,2,4,5,3,1,24,2,4,2001,,2,,,1,0,,,8,4,2,2,5,1,,1,4,4,3,1.02058980926543,95,2025,9,653,653-95,9,13,6,3,3,2,2,2,1,1,2,8,1,20,95155
155,1,13,5,2,1,2,8,6,2,2,4,3,4,2,2,7,2,4,2,5,2,3,4,2,6,5,4,2,2,6,6,3,3,1,2,3,3,3,3,4,-8,2,3,3,2,3,3,1,3,3,3,6,7,9,1,2,1,1,2,4,2,2,8,0,0,8,6,6,4,1,3,1,1,1,3,3,2,18,,1,2,,1,1,1,1,5,3,3,3,2,1,2,1,3,2,1,2,0,1,1,7,8,8,5,4,5,5,5,5,7,5,5,5,5,5,5,5,5,5,1,9,3,3,3,3,2,3,4,1,1,55,25,2,1970,,2,,,1,2,1,1,1,5,2,1,,1,,1,5,5,3,1.02514874030137,95,2025,9,654,654-95,3,14,6,3,4,2,1,2,1,1,1,4,3,20,95155
69,1,6,4,5,5,5,9,2,2,2,4,1,4,3,2,5,2,3,1,4,4,6,6,6,6,6,6,3,6,6,6,3,2,2,4,3,3,4,4,4,3,2,4,4,4,3,3,2,2,4,4,5,5,5,2,-8,3,2,2,2,2,1,5,5,5,5,5,5,5,4,5,2,3,3,3,3,3,15,15,2,,5,4,-8,8,1,-8,3,3,3,2,2,3,3,3,3,1,2,-8,3,1,7,8,8,-8,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,2,9,3,4,3,-8,3,5,5,6,2,39,1,1,1986,,2,,,1,2,1,0,1,5,2,1,,10,,1,3,4,3,2.06377600330746,95,2025,9,655,655-95,10,5,3,4,,-8,-8,-8,-8,-8,-8,4,1,8,95069
59,1,5,11,5,5,5,7,6,3,2,3,3,4,2,2,-9,2,2,2,2,2,6,2,6,6,2,2,2,6,6,6,4,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,-8,7,7,2,2,3,2,2,3,3,1,5,5,5,5,5,5,5,3,5,3,3,3,3,3,3,15,15,2,,4,4,4,1,8,11,3,3,3,3,3,3,3,3,3,3,3,-8,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,7,3,3,4,4,4,3,4,1,1,26,19,6,1999,,2,,,9,,,,8,5,2,1,,1,,1,5,5,3,1.74220259800234,95,2025,9,656,656-95,16,3,14,3,,2,2,2,2,2,2,4,1,6,95059
60,1,5,5,2,1,2,10,5,2,2,4,3,4,2,2,9,1,4,1,5,3,4,4,6,6,4,3,1,4,6,6,3,4,2,4,3,3,3,3,3,3,2,4,4,2,3,3,2,1,2,3,5,8,9,2,2,1,1,1,4,4,1,5,5,5,5,5,5,5,3,2,2,2,2,2,2,2,15,15,1,2,,1,1,1,1,5,3,3,3,2,1,2,3,3,2,1,2,0,4,0,8,10,10,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,3,4,4,4,2,4,3,2,34,24,2,1991,,2,,,1,1,1,1,1,7,2,1,,1,,1,7,8,2,1.48301726256367,95,2025,9,657,657-95,9,2,3,3,5,2,2,2,1,1,1,8,1,6,95060
58,1,5,8,1,2,1,9,8,4,2,4,3,3,1,3,-9,3,3,3,3,3,6,3,3,6,6,3,3,3,6,6,3,3,3,3,3,3,4,3,2,2,3,3,3,3,1,3,3,2,3,3,5,5,8,1,3,1,1,1,4,3,1,5,5,5,5,5,5,5,2,3,2,3,2,3,3,3,15,15,1,1,,1,1,9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,3,1,6,10,9,5,5,-9,-9,-9,-9,-9,-9,9,9,9,9,9,9,9,9,12,1,2,2,4,4,4,2,3,3,2,65,1,1,1960,,2,,,9,,,,7,7,2,1,,1,,1,-9,-9,2,0.39719527681539,95,2025,9,658,658-95,1,10,2,2,-9,-9,-9,-9,-9,-9,-9,6,1,6,95058
283,2,8,3,1,3,1,8,8,2,2,3,3,3,2,1,3,4,2,4,1,3,6,3,6,3,1,2,5,2,6,6,3,2,4,3,3,3,4,2,3,2,3,3,3,4,3,3,3,3,3,3,1,1,5,2,2,1,1,1,1,1,2,1,10,10,1,1,1,5,2,4,2,2,2,3,3,3,3,,1,1,,3,1,1,1,3,2,3,1,3,3,3,3,3,1,3,1,1,3,1,10,10,10,5,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,3,1,4,4,4,3,4,6,1,53,4,11,1971,,1,5,,1,3,1,0,1,3,2,1,,1,,1,3,4,4,1.33121540220054,95,2025,9,659,659-95,3,6,2,3,1,1,1,2,2,2,2,2,1,13,95283
176,1,13,5,2,1,2,8,5,3,1,4,3,3,1,3,10,3,4,3,4,3,6,2,3,6,6,1,3,6,6,6,2,4,3,3,3,3,2,-9,4,-8,2,3,3,3,4,3,2,2,3,3,10,6,10,3,2,1,1,3,4,4,1,7,0,4,9,-8,9,0,2,4,2,2,3,2,2,3,15,1,1,2,,2,1,1,8,5,3,3,3,3,3,1,3,3,2,2,2,5,5,0,5,10,10,5,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,9,13,3,2,4,4,4,1,4,1,2,66,5,9,1958,,2,,,1,3,1,1,1,7,2,2,7,7,,3,3,7,1,1.46061510158968,95,2025,9,660,660-95,3,2,14,2,4,2,2,1,1,1,2,6,1,20,95176
176,1,13,3,1,3,1,10,6,2,2,5,3,4,1,1,4,4,2,4,1,3,5,2,3,2,1,2,4,3,2,2,3,3,1,3,2,3,3,2,4,2,2,2,3,2,2,2,2,1,3,2,5,6,4,2,1,1,1,1,4,4,1,0,5,10,0,0,0,0,1,4,1,2,3,3,2,3,15,15,1,1,,2,1,1,1,3,3,3,1,3,3,3,2,3,1,3,1,0,5,0,10,10,10,5,5,3,3,3,3,3,3,3,6,3,6,6,3,3,3,4,13,2,1,4,4,4,1,2,2,2,76,19,11,1949,,2,,,1,3,1,1,1,9,2,2,9,7,,3,4,11,1,0.730307550794842,95,2025,9,661,661-95,16,13,9,1,2,1,1,1,2,2,1,8,1,20,95176
176,1,13,5,2,1,2,9,5,2,2,3,3,4,2,2,8,1,4,1,4,2,-9,4,2,4,4,-9,2,3,4,6,1,2,1,3,4,2,3,3,3,2,1,4,3,2,2,3,2,2,3,2,10,9,9,2,3,2,1,1,3,1,-9,5,5,0,10,10,10,-9,2,3,2,2,2,2,2,2,15,15,1,2,,1,1,1,1,5,3,3,3,2,2,2,3,3,2,1,2,1,2,1,9,8,7,5,5,5,6,5,4,6,4,5,5,5,6,6,4,-9,5,1,9,3,-9,4,4,4,1,4,3,1,88,1,9,1937,,2,,,1,6,1,4,1,6,2,1,,7,,3,8,9,1,0.759278120368847,95,2025,9,662,662-95,10,26,5,3,5,2,1,1,1,1,2,8,1,20,95176
178,1,13,6,2,2,2,9,5,4,2,4,3,4,2,2,7,4,5,6,3,5,4,6,6,6,1,4,3,4,6,6,3,3,1,3,2,2,3,2,4,3,1,2,2,3,3,3,2,3,2,2,7,9,7,3,3,1,1,1,3,2,1,6,6,5,8,2,10,5,1,3,3,2,1,2,2,1,2,,1,2,,1,1,1,1,6,3,3,3,3,2,1,2,2,2,2,2,0,4,1,10,9,7,6,8,6,6,3,5,6,6,3,5,5,6,6,5,6,6,8,4,2,1,4,4,4,1,2,1,1,21,11,2,2004,,2,,,9,,,,8,8,1,2,9,2,,3,1,8,1,1.46055684470336,95,2025,9,663,663-95,2,3,13,2,4,2,1,1,1,1,1,7,1,20,95178
180,1,13,5,2,1,2,7,4,2,1,3,2,5,3,2,7,1,4,1,4,1,3,4,3,4,5,2,1,1,3,3,2,2,2,3,4,3,4,2,4,3,1,4,4,2,3,3,2,1,2,3,6,8,10,1,2,1,1,1,3,2,2,8,5,0,9,9,9,2,1,1,1,1,1,1,1,2,13,,1,2,,1,1,1,1,5,3,3,3,2,1,2,3,3,2,1,2,0,3,0,10,9,7,5,5,5,6,6,5,6,4,4,5,4,6,6,5,5,5,2,6,2,2,4,4,4,2,3,4,1,43,13,11,1981,,2,,,1,3,1,2,1,7,2,1,,1,,1,10,11,1,1.20023281667861,95,2025,9,664,664-95,3,5,6,2,5,2,2,1,1,1,1,8,1,20,95180
180,1,13,5,2,1,2,7,5,2,3,4,2,4,2,2,8,2,5,2,4,3,3,4,2,6,4,2,2,3,6,6,2,3,1,4,3,3,3,1,2,3,1,4,3,2,3,2,1,1,4,3,5,7,8,2,2,1,1,1,3,2,1,5,5,5,5,5,5,5,1,2,2,2,2,2,2,2,15,15,2,,2,2,1,1,1,5,3,3,3,3,1,2,3,3,2,1,2,0,5,0,10,10,10,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,9,3,2,4,4,4,1,2,1,1,19,1,1,2006,,2,,,1,0,,,8,8,1,2,9,4,,3,-9,-9,1,1.95003660337319,95,2025,9,665,665-95,3,5,10,3,5,2,2,2,1,1,2,7,1,20,95180
156,1,13,8,2,1,2,10,7,3,3,3,3,4,3,2,6,3,3,2,3,4,6,2,6,6,6,4,-8,3,6,6,3,2,2,3,1,2,4,2,3,4,1,3,4,3,2,3,1,2,3,3,3,7,5,1,1,1,1,2,3,3,2,7,3,5,5,5,5,7,2,3,3,2,2,2,2,2,1,,2,,2,3,1,1,1,8,3,3,3,3,2,2,3,1,2,1,2,5,6,0,10,10,8,7,7,8,8,5,8,6,5,6,6,8,8,5,8,8,6,7,1,3,3,2,2,3,3,2,6,1,36,2,7,1989,,2,,,1,3,1,3,1,5,2,1,,10,,3,5,5,3,1.17283024095535,95,2025,9,666,666-95,14,3,1,3,-8,2,2,2,1,1,1,4,1,20,95156
169,1,13,8,3,3,3,7,5,2,1,2,2,4,3,2,7,1,1,1,3,6,6,6,6,6,3,5,1,3,6,6,3,2,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,8,4,5,2,2,3,2,2,3,2,-8,7,3,5,5,5,5,5,4,5,3,3,3,3,3,3,15,15,1,-9,,4,1,9,9,-9,3,-9,-9,-9,-9,-9,-9,-9,3,3,3,-8,5,0,10,7,6,5,10,-9,-9,9,9,9,9,9,9,9,-8,-8,-8,9,9,4,1,3,4,3,3,3,2,5,9,2,68,1,1,1957,,2,,,1,2,1,1,5,3,2,1,,-9,,9,-9,-9,4,0.742606823330222,95,2025,9,667,667-95,26,5,3,4,-9,-9,-9,-9,-9,-9,-9,2,1,20,95169
189,1,13,3,1,5,1,8,5,3,2,4,3,3,2,2,5,3,2,2,1,3,3,3,6,6,1,3,3,2,6,6,3,4,3,4,3,3,4,3,3,3,3,3,4,4,3,3,3,3,4,3,5,7,6,2,2,2,1,1,2,2,1,3,5,4,1,1,2,3,2,5,3,2,3,2,3,3,15,10,1,1,,4,1,1,1,3,2,2,1,3,3,3,3,2,1,2,1,0,6,0,10,10,10,7,6,3,3,3,3,3,3,1,1,3,1,1,3,3,3,9,5,3,2,4,4,4,2,3,1,1,40,22,5,1985,,2,,,1,1,1,1,8,7,2,2,5,3,,2,1,9,3,2.6755189871794,95,2025,9,668,668-95,3,5,14,4,2,2,1,1,2,2,1,5,1,20,95189
189,1,13,5,2,1,2,10,5,3,2,3,3,4,3,2,5,2,4,2,5,3,3,5,2,6,3,3,3,3,6,6,4,4,2,4,3,3,4,3,4,4,2,4,4,2,4,3,3,2,2,4,7,10,8,3,1,1,1,1,4,3,1,5,5,5,5,5,5,5,2,4,2,2,3,2,2,3,27,,1,2,,1,1,1,1,5,3,3,3,2,2,2,3,3,2,1,2,0,0,0,10,10,10,5,5,5,5,5,4,6,5,5,5,5,5,6,5,6,5,7,9,3,3,4,4,4,3,4,1,1,57,11,5,1968,,2,,,1,2,1,1,1,2,2,1,,1,,1,4,4,3,1.63739034909246,95,2025,9,669,669-95,9,6,14,2,4,1,1,1,1,1,1,7,1,20,95189
168,1,13,11,5,5,5,7,3,2,2,3,3,4,2,3,-9,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,2,1,1,4,3,-8,2,2,3,3,1,2,2,3,2,4,2,3,3,4,7,10,6,2,2,1,2,2,4,2,1,5,5,5,5,7,5,7,1,4,3,2,3,3,3,3,15,15,1,4,,4,1,1,9,9,3,3,3,3,3,3,3,3,3,3,3,4,4,4,10,10,10,10,4,8,3,-8,8,8,5,7,3,7,5,5,5,7,7,4,5,3,1,2,1,2,5,2,6,1,76,29,8,1949,,2,,,1,3,1,0,6,6,2,1,,1,,1,3,6,2,1.24231737685891,95,2025,9,670,670-95,16,6,10,3,-9,2,2,2,2,2,2,4,1,20,95168
167,1,13,2,2,3,1,9,5,4,2,4,3,3,2,1,5,4,3,4,1,3,6,4,6,6,2,1,4,3,6,6,3,4,3,3,4,2,3,3,4,4,3,3,4,3,3,4,3,4,3,3,10,9,8,2,1,3,1,1,4,2,1,8,5,10,0,5,3,5,3,4,3,3,2,3,3,2,9,,1,1,,3,1,1,1,3,3,3,1,3,3,3,3,3,1,2,1,7,6,0,10,10,7,10,10,3,3,3,5,3,5,3,3,3,3,3,3,6,3,1,5,3,2,4,3,4,3,4,1,2,70,11,10,1954,,2,,,1,3,1,0,1,5,2,2,4,2,,1,3,5,2,2.07947096242895,95,2025,9,671,671-95,3,9,14,3,1,1,2,2,2,2,2,7,1,20,95167
